timestamp,10.1_10.1,10.1_10.2,10.1_10.3,10.1_10.4,10.1_10.5,10.1_10.6,10.1_10.7,10.1_10.8,10.1_10.9,10.1_10.10,10.1_10.11,10.1_10.12,10.1_10.13,10.1_10.14,10.2_10.1,10.2_10.2,10.2_10.3,10.2_10.4,10.2_10.5,10.2_10.6,10.2_10.7,10.2_10.8,10.2_10.9,10.2_10.10,10.2_10.11,10.2_10.12,10.2_10.13,10.2_10.14,10.3_10.1,10.3_10.2,10.3_10.3,10.3_10.4,10.3_10.5,10.3_10.6,10.3_10.7,10.3_10.8,10.3_10.9,10.3_10.10,10.3_10.11,10.3_10.12,10.3_10.13,10.3_10.14,10.4_10.1,10.4_10.2,10.4_10.3,10.4_10.4,10.4_10.5,10.4_10.6,10.4_10.7,10.4_10.8,10.4_10.9,10.4_10.10,10.4_10.11,10.4_10.12,10.4_10.13,10.4_10.14,10.5_10.1,10.5_10.2,10.5_10.3,10.5_10.4,10.5_10.5,10.5_10.6,10.5_10.7,10.5_10.8,10.5_10.9,10.5_10.10,10.5_10.11,10.5_10.12,10.5_10.13,10.5_10.14,10.6_10.1,10.6_10.2,10.6_10.3,10.6_10.4,10.6_10.5,10.6_10.6,10.6_10.7,10.6_10.8,10.6_10.9,10.6_10.10,10.6_10.11,10.6_10.12,10.6_10.13,10.6_10.14,10.7_10.1,10.7_10.2,10.7_10.3,10.7_10.4,10.7_10.5,10.7_10.6,10.7_10.7,10.7_10.8,10.7_10.9,10.7_10.10,10.7_10.11,10.7_10.12,10.7_10.13,10.7_10.14,10.8_10.1,10.8_10.2,10.8_10.3,10.8_10.4,10.8_10.5,10.8_10.6,10.8_10.7,10.8_10.8,10.8_10.9,10.8_10.10,10.8_10.11,10.8_10.12,10.8_10.13,10.8_10.14,10.9_10.1,10.9_10.2,10.9_10.3,10.9_10.4,10.9_10.5,10.9_10.6,10.9_10.7,10.9_10.8,10.9_10.9,10.9_10.10,10.9_10.11,10.9_10.12,10.9_10.13,10.9_10.14,10.10_10.1,10.10_10.2,10.10_10.3,10.10_10.4,10.10_10.5,10.10_10.6,10.10_10.7,10.10_10.8,10.10_10.9,10.10_10.10,10.10_10.11,10.10_10.12,10.10_10.13,10.10_10.14,10.11_10.1,10.11_10.2,10.11_10.3,10.11_10.4,10.11_10.5,10.11_10.6,10.11_10.7,10.11_10.8,10.11_10.9,10.11_10.10,10.11_10.11,10.11_10.12,10.11_10.13,10.11_10.14,10.12_10.1,10.12_10.2,10.12_10.3,10.12_10.4,10.12_10.5,10.12_10.6,10.12_10.7,10.12_10.8,10.12_10.9,10.12_10.10,10.12_10.11,10.12_10.12,10.12_10.13,10.12_10.14,10.13_10.1,10.13_10.2,10.13_10.3,10.13_10.4,10.13_10.5,10.13_10.6,10.13_10.7,10.13_10.8,10.13_10.9,10.13_10.10,10.13_10.11,10.13_10.12,10.13_10.13,10.13_10.14,10.14_10.1,10.14_10.2,10.14_10.3,10.14_10.4,10.14_10.5,10.14_10.6,10.14_10.7,10.14_10.8,10.14_10.9,10.14_10.10,10.14_10.11,10.14_10.12,10.14_10.13,10.14_10.14
2023-03-05 23:41:47,0.0,965.0,1208.0,1364.0,7894.0,1613.0,532.0,548.0,1929.0,1252.0,9194.0,7760.0,6300.0,710.0,7063.0,0.0,920.0,5568.0,875.0,648.0,458.0,5568.0,2789.0,403.0,5839.0,5815.0,5601.0,4459.0,584.0,844.0,0.0,1955.0,432.0,508.0,402.0,520.0,407.0,378.0,4384.0,1183.0,2822.0,507.0,2206.0,1040.0,652.0,0.0,4259.0,1040.0,540.0,594.0,760.0,8961.0,9414.0,2463.0,684.0,3448.0,711.0,746.0,4800.0,5196.0,0.0,1462.0,621.0,1056.0,5446.0,378.0,1176.0,3160.0,8184.0,6275.0,2761.0,728.0,486.0,9847.0,1506.0,0.0,655.0,1148.0,3260.0,252.0,11724.0,12136.0,9117.0,594.0,3348.0,1855.0,1866.0,597.0,581.0,687.0,0.0,426.0,720.0,3828.0,4680.0,4505.0,581.0,966.0,5918.0,917.0,428.0,960.0,996.0,935.0,491.0,0.0,648.0,766.0,2576.0,6310.0,5050.0,566.0,9306.0,741.0,1722.0,1172.0,10821.0,10974.0,828.0,10812.0,0.0,4713.0,756.0,1798.0,1739.0,4987.0,800.0,703.0,622.0,1257.0,9870.0,1375.0,822.0,1158.0,3701.0,0.0,10362.0,4057.0,10713.0,1717.0,10068.0,741.0,1092.0,702.0,773.0,1947.0,610.0,10758.0,10920.0,986.0,0.0,2071.0,9437.0,8263.0,11406.0,828.0,10848.0,1296.0,13168.0,2229.0,1426.0,12456.0,1183.0,2405.0,1036.0,0.0,9189.0,10407.0,1658.0,516.0,546.0,6060.0,540.0,688.0,532.0,722.0,3504.0,6114.0,2213.0,4868.0,0.0,5952.0,3390.0,516.0,370.0,527.0,3414.0,886.0,5991.0,498.0,4950.0,3817.0,1180.0,624.0,432.0,0.0
2023-03-05 23:41:48,0.0,1040.0,375.0,594.0,7894.0,1661.0,498.0,536.0,1847.0,1224.0,7760.0,7760.0,5968.0,4867.0,5671.0,0.0,1102.0,5671.0,757.0,784.0,458.0,5838.0,331.0,615.0,5839.0,5839.0,5415.0,5495.0,791.0,578.0,0.0,194.0,432.0,868.0,958.0,1106.0,771.0,504.0,3054.0,741.0,3228.0,609.0,1134.0,1052.0,1356.0,0.0,916.0,1052.0,1470.0,594.0,3098.0,8902.0,9414.0,2951.0,684.0,7444.0,711.0,716.0,9144.0,7854.0,0.0,702.0,1031.0,542.0,5886.0,449.0,1585.0,8078.0,8184.0,7746.0,1965.0,1333.0,540.0,11239.0,7903.0,0.0,546.0,2289.0,3167.0,113.0,11808.0,9466.0,10254.0,594.0,4854.0,3138.0,4680.0,581.0,861.0,640.0,0.0,480.0,814.0,935.0,4680.0,4438.0,1973.0,881.0,6006.0,2022.0,1940.0,6202.0,888.0,702.0,826.0,0.0,594.0,539.0,4239.0,7712.0,1616.0,550.0,10181.0,624.0,1865.0,1667.0,10696.0,8891.0,519.0,9444.0,0.0,4582.0,756.0,1741.0,1857.0,9252.0,1743.0,628.0,918.0,1625.0,10652.0,1248.0,642.0,985.0,2404.0,0.0,10470.0,10176.0,10588.0,758.0,10014.0,741.0,1239.0,702.0,642.0,1492.0,610.0,9688.0,10920.0,810.0,0.0,1613.0,10758.0,9224.0,11406.0,816.0,11519.0,1290.0,11708.0,1515.0,1977.0,7079.0,1426.0,3207.0,864.0,0.0,13496.0,11634.0,486.0,516.0,546.0,6060.0,3420.0,634.0,458.0,950.0,595.0,6114.0,3080.0,5161.0,0.0,5952.0,723.0,516.0,162.0,926.0,3544.0,881.0,4541.0,1144.0,843.0,412.0,1508.0,624.0,432.0,0.0
2023-03-05 23:41:49,0.0,387.0,1196.0,776.0,7166.0,1129.0,432.0,750.0,3098.0,681.0,7760.0,7712.0,6898.0,7746.0,5671.0,0.0,860.0,6960.0,4346.0,681.0,378.0,5838.0,319.0,494.0,5839.0,5839.0,5415.0,5839.0,962.0,728.0,0.0,491.0,432.0,1067.0,1615.0,401.0,440.0,558.0,3222.0,612.0,1011.0,762.0,2689.0,1115.0,762.0,0.0,648.0,1554.0,1003.0,2137.0,1864.0,10482.0,9414.0,9468.0,684.0,1808.0,594.0,977.0,8457.0,9360.0,0.0,1017.0,1095.0,3683.0,4394.0,4696.0,2058.0,5465.0,6856.0,9252.0,2952.0,789.0,540.0,11136.0,10156.0,0.0,552.0,2487.0,3142.0,276.0,10324.0,9872.0,11688.0,594.0,4788.0,4518.0,4680.0,1003.0,1175.0,658.0,0.0,480.0,898.0,378.0,4680.0,1541.0,4734.0,1096.0,7460.0,860.0,473.0,3373.0,2481.0,648.0,432.0,0.0,1746.0,1220.0,6604.0,7712.0,2590.0,466.0,10812.0,741.0,1629.0,648.0,9306.0,10866.0,478.0,8326.0,0.0,378.0,756.0,1296.0,3063.0,4974.0,677.0,732.0,968.0,2140.0,12976.0,2013.0,490.0,2738.0,1667.0,0.0,10416.0,10176.0,10758.0,1371.0,10014.0,754.0,1423.0,702.0,8437.0,2368.0,610.0,9713.0,12372.0,756.0,0.0,1345.0,10812.0,10200.0,11406.0,816.0,11523.0,756.0,12436.0,1298.0,1308.0,8979.0,909.0,2858.0,896.0,0.0,11577.0,10787.0,486.0,516.0,604.0,5356.0,3592.0,688.0,378.0,1852.0,660.0,4746.0,5673.0,3519.0,0.0,5952.0,996.0,441.0,162.0,438.0,564.0,594.0,4548.0,378.0,1288.0,3732.0,995.0,1765.0,432.0,0.0
2023-03-05 23:41:50,0.0,375.0,1308.0,1120.0,9354.0,1347.0,480.0,1182.0,1810.0,646.0,7760.0,7760.0,12264.0,3968.0,5671.0,0.0,878.0,5568.0,5671.0,1135.0,378.0,5784.0,2012.0,403.0,5839.0,5839.0,5601.0,4847.0,226.0,874.0,0.0,461.0,432.0,574.0,384.0,802.0,496.0,378.0,3216.0,552.0,1570.0,741.0,594.0,1216.0,1030.0,0.0,7602.0,2360.0,1567.0,1508.0,1991.0,8912.0,6582.0,10812.0,676.0,1091.0,711.0,965.0,8453.0,9360.0,0.0,1306.0,586.0,2155.0,5886.0,378.0,762.0,5182.0,8370.0,7926.0,1125.0,1387.0,540.0,9847.0,1623.0,0.0,680.0,5490.0,2015.0,4589.0,11742.0,9584.0,11688.0,594.0,4788.0,4174.0,4680.0,600.0,1343.0,658.0,0.0,480.0,777.0,3888.0,4680.0,2960.0,4794.0,893.0,7406.0,868.0,1310.0,7559.0,1453.0,1381.0,644.0,0.0,648.0,570.0,7548.0,7712.0,6240.0,572.0,7137.0,1507.0,1670.0,702.0,10866.0,8805.0,390.0,8643.0,0.0,378.0,756.0,1572.0,1750.0,9390.0,2031.0,703.0,420.0,1271.0,10598.0,2609.0,984.0,2099.0,2808.0,0.0,10416.0,2633.0,10758.0,857.0,10014.0,741.0,2735.0,756.0,702.0,2108.0,610.0,8739.0,10920.0,756.0,0.0,1460.0,8470.0,9353.0,12798.0,829.0,12156.0,876.0,12382.0,1327.0,687.0,12200.0,1207.0,1239.0,810.0,0.0,11567.0,11670.0,1726.0,516.0,604.0,6060.0,540.0,688.0,432.0,478.0,2023.0,6114.0,5224.0,2481.0,0.0,3961.0,432.0,441.0,437.0,533.0,2253.0,1002.0,5978.0,432.0,540.0,299.0,4680.0,688.0,432.0,0.0
2023-03-05 23:41:51,0.0,388.0,971.0,594.0,7166.0,1661.0,532.0,602.0,1900.0,776.0,9194.0,7704.0,7138.0,9198.0,5671.0,0.0,974.0,5568.0,5671.0,1767.0,378.0,5784.0,319.0,403.0,7273.0,5839.0,6743.0,4863.0,339.0,874.0,0.0,1145.0,378.0,1123.0,384.0,429.0,429.0,3828.0,3311.0,1200.0,2513.0,363.0,594.0,450.0,1432.0,0.0,702.0,2833.0,524.0,9306.0,3132.0,4556.0,8735.0,9468.0,636.0,1114.0,594.0,1806.0,7638.0,744.0,0.0,1178.0,1002.0,2419.0,5446.0,449.0,2763.0,7844.0,8370.0,5652.0,876.0,1244.0,594.0,11136.0,10866.0,0.0,566.0,3312.0,3168.0,4335.0,11753.0,6972.0,10308.0,648.0,450.0,4518.0,342.0,486.0,1017.0,658.0,0.0,550.0,666.0,618.0,4680.0,2388.0,2751.0,870.0,7352.0,914.0,531.0,7604.0,606.0,902.0,593.0,0.0,1864.0,1110.0,6383.0,6256.0,6302.0,572.0,10392.0,741.0,1378.0,1005.0,9650.0,8994.0,404.0,10338.0,0.0,569.0,756.0,810.0,600.0,1232.0,3181.0,641.0,852.0,1098.0,10652.0,2284.0,686.0,2173.0,1827.0,0.0,10470.0,3051.0,9542.0,1050.0,11460.0,795.0,1565.0,702.0,4047.0,1951.0,610.0,11514.0,10920.0,810.0,0.0,918.0,10758.0,10915.0,11406.0,1659.0,12890.0,3423.0,12356.0,1241.0,5163.0,10304.0,1263.0,2001.0,918.0,0.0,13496.0,11612.0,1080.0,582.0,600.0,6060.0,578.0,698.0,378.0,2521.0,627.0,6114.0,6114.0,4654.0,0.0,4725.0,486.0,516.0,266.0,424.0,1574.0,648.0,5963.0,577.0,540.0,225.0,5224.0,1145.0,432.0,0.0
2023-03-05 23:41:52,0.0,375.0,1167.0,432.0,7894.0,1627.0,444.0,538.0,1858.0,1180.0,7267.0,7760.0,7746.0,5153.0,7063.0,0.0,914.0,5568.0,4517.0,938.0,402.0,5838.0,1535.0,415.0,5839.0,5839.0,5415.0,5839.0,170.0,874.0,0.0,635.0,486.0,1151.0,310.0,306.0,1633.0,940.0,1290.0,3444.0,3340.0,627.0,594.0,463.0,845.0,0.0,3885.0,2409.0,582.0,9306.0,3140.0,8345.0,7335.0,9468.0,690.0,970.0,594.0,1040.0,9198.0,3905.0,0.0,1109.0,606.0,602.0,5832.0,4696.0,2055.0,6528.0,6856.0,4832.0,1455.0,1201.0,594.0,11136.0,4735.0,0.0,680.0,2981.0,3294.0,4335.0,10302.0,8623.0,11688.0,1145.0,4788.0,3519.0,4626.0,903.0,912.0,655.0,0.0,426.0,770.0,378.0,5112.0,2153.0,6022.0,902.0,6006.0,860.0,851.0,7604.0,2782.0,702.0,494.0,0.0,541.0,430.0,2864.0,7712.0,1636.0,626.0,9194.0,741.0,1669.0,717.0,9360.0,9410.0,698.0,7688.0,0.0,4713.0,702.0,1327.0,594.0,9198.0,1326.0,1396.0,642.0,1389.0,12896.0,2255.0,402.0,115.0,3776.0,0.0,10416.0,2282.0,10758.0,1000.0,4780.0,741.0,2344.0,756.0,7572.0,1691.0,1522.0,10758.0,10866.0,756.0,0.0,929.0,10758.0,8744.0,11406.0,816.0,12156.0,756.0,13950.0,864.0,3267.0,9977.0,1259.0,1375.0,810.0,0.0,12062.0,11688.0,2088.0,516.0,600.0,6114.0,486.0,688.0,564.0,532.0,594.0,6114.0,3956.0,6000.0,0.0,7332.0,859.0,528.0,1515.0,424.0,4788.0,1204.0,5982.0,486.0,765.0,621.0,6114.0,1099.0,432.0,0.0
2023-03-05 23:41:53,0.0,388.0,1100.0,594.0,7840.0,1651.0,492.0,614.0,1848.0,549.0,7760.0,7712.0,7607.0,939.0,5671.0,0.0,1060.0,5568.0,5684.0,1436.0,458.0,8622.0,1517.0,403.0,5839.0,5783.0,5415.0,5839.0,149.0,928.0,0.0,486.0,486.0,1581.0,270.0,434.0,292.0,509.0,995.0,4950.0,2416.0,359.0,2154.0,450.0,1545.0,0.0,6177.0,2534.0,445.0,9252.0,1913.0,5999.0,9411.0,10920.0,600.0,5825.0,540.0,978.0,9198.0,5117.0,0.0,1168.0,695.0,1980.0,4448.0,378.0,869.0,9124.0,6670.0,9198.0,3224.0,512.0,540.0,9744.0,10536.0,0.0,710.0,3568.0,1339.0,4389.0,11803.0,7980.0,11688.0,648.0,4113.0,4518.0,3951.0,583.0,566.0,594.0,0.0,516.0,612.0,569.0,4734.0,4279.0,4734.0,632.0,7352.0,1470.0,1463.0,4518.0,5242.0,702.0,432.0,0.0,1804.0,724.0,5158.0,7712.0,6310.0,544.0,7346.0,1509.0,1111.0,702.0,10812.0,9014.0,588.0,7939.0,0.0,378.0,702.0,1133.0,540.0,5664.0,1559.0,703.0,528.0,1062.0,10598.0,2080.0,712.0,2289.0,1581.0,0.0,10416.0,2964.0,10758.0,1137.0,10014.0,754.0,1590.0,702.0,8964.0,1863.0,722.0,10812.0,10866.0,756.0,0.0,810.0,12264.0,10254.0,11406.0,816.0,11422.0,810.0,12436.0,1526.0,1265.0,12318.0,1386.0,4325.0,967.0,0.0,13496.0,11089.0,1020.0,516.0,354.0,6060.0,4150.0,694.0,458.0,2706.0,540.0,6114.0,2562.0,7446.0,0.0,5898.0,486.0,516.0,390.0,926.0,2034.0,686.0,5849.0,432.0,594.0,300.0,4109.0,624.0,378.0,0.0
2023-03-05 23:41:54,0.0,375.0,581.0,1076.0,9354.0,1622.0,512.0,684.0,1935.0,4956.0,7760.0,7760.0,8027.0,1962.0,5671.0,0.0,878.0,5568.0,5671.0,1244.0,464.0,5889.0,319.0,403.0,5839.0,5839.0,5415.0,5839.0,332.0,874.0,0.0,740.0,432.0,624.0,336.0,530.0,379.0,3702.0,1342.0,4322.0,3228.0,464.0,1872.0,450.0,1228.0,0.0,8469.0,1609.0,540.0,3554.0,1983.0,5273.0,9414.0,6509.0,600.0,8666.0,1231.0,1040.0,7692.0,2687.0,0.0,1014.0,986.0,2962.0,5886.0,449.0,2116.0,4310.0,8184.0,5928.0,1728.0,502.0,594.0,11136.0,12096.0,0.0,734.0,1152.0,3716.0,4335.0,11747.0,10684.0,7560.0,594.0,4101.0,4976.0,5445.0,1216.0,1527.0,566.0,0.0,540.0,578.0,569.0,4680.0,4279.0,4318.0,589.0,7406.0,1412.0,821.0,6148.0,576.0,648.0,432.0,0.0,1902.0,639.0,4391.0,7712.0,4812.0,590.0,10812.0,741.0,1546.0,1250.0,10866.0,9414.0,614.0,9917.0,0.0,432.0,756.0,756.0,1858.0,10758.0,2231.0,628.0,744.0,1715.0,10652.0,2569.0,684.0,1317.0,2199.0,0.0,10470.0,10241.0,10758.0,1707.0,10014.0,741.0,1195.0,702.0,4363.0,2079.0,640.0,10812.0,10920.0,810.0,0.0,1856.0,10758.0,11634.0,11406.0,816.0,12210.0,1844.0,12382.0,1403.0,1739.0,8690.0,819.0,1180.0,864.0,0.0,12062.0,11634.0,540.0,1357.0,535.0,6060.0,5652.0,688.0,410.0,2231.0,574.0,6114.0,3657.0,6000.0,0.0,5833.0,659.0,516.0,407.0,926.0,2054.0,594.0,4415.0,486.0,1153.0,3750.0,2969.0,624.0,432.0,0.0
2023-03-05 23:41:55,0.0,388.0,1354.0,594.0,7894.0,1102.0,512.0,596.0,1913.0,7280.0,9194.0,7696.0,7705.0,7746.0,5671.0,0.0,920.0,5568.0,5671.0,1370.0,450.0,5831.0,2700.0,1904.0,5839.0,5839.0,5415.0,5005.0,226.0,524.0,0.0,490.0,432.0,506.0,324.0,632.0,403.0,569.0,1169.0,4950.0,3110.0,391.0,594.0,463.0,1149.0,0.0,2770.0,1115.0,486.0,9426.0,1925.0,5677.0,9468.0,9522.0,654.0,7444.0,1720.0,1808.0,7692.0,7198.0,0.0,1176.0,635.0,596.0,5392.0,4642.0,698.0,10275.0,8184.0,2291.0,1795.0,2560.0,486.0,11136.0,6780.0,0.0,630.0,2462.0,3294.0,0.0,10277.0,7386.0,10396.0,540.0,4788.0,4518.0,4680.0,693.0,870.0,648.0,0.0,564.0,588.0,378.0,4680.0,4279.0,4734.0,572.0,3334.0,772.0,686.0,7013.0,1980.0,1173.0,432.0,0.0,3086.0,776.0,1113.0,6310.0,4874.0,512.0,8790.0,720.0,1641.0,813.0,9360.0,8898.0,720.0,7230.0,0.0,378.0,756.0,1802.0,1737.0,1188.0,3638.0,1350.0,1164.0,3516.0,22114.0,3549.0,1514.0,3360.0,2592.0,0.0,20832.0,14764.0,21516.0,2164.0,20082.0,1482.0,2183.0,1458.0,8617.0,3767.0,1220.0,21570.0,21840.0,1512.0,0.0,3452.0,17964.0,20454.0,22812.0,1645.0,24366.0,3219.0,25034.0,3899.0,2941.0,19803.0,1888.0,5666.0,2486.0,0.0,23049.0,23322.0,972.0,1032.0,810.0,13554.0,1026.0,2625.0,888.0,1434.0,1263.0,12228.0,6830.0,3581.0,0.0,11003.0,1608.0,970.0,921.0,1178.0,6859.0,1188.0,10151.0,864.0,1620.0,425.0,6459.0,1716.0,810.0,0.0
2023-03-05 23:41:56,0.0,375.0,1538.0,594.0,7894.0,1135.0,468.0,590.0,594.0,7280.0,7760.0,7760.0,6777.0,7692.0,5671.0,0.0,860.0,5568.0,4600.0,1294.0,418.0,5676.0,216.0,403.0,5839.0,5839.0,5601.0,6326.0,513.0,728.0,0.0,591.0,432.0,506.0,324.0,509.0,1723.0,498.0,780.0,4950.0,2416.0,466.0,594.0,450.0,432.0,0.0,594.0,1040.0,486.0,6414.0,1898.0,3627.0,9414.0,9306.0,600.0,7444.0,1470.0,799.0,7692.0,7854.0,0.0,1134.0,778.0,1014.0,5832.0,378.0,698.0,8890.0,8184.0,5139.0,1671.0,1977.0,486.0,9744.0,2759.0,0.0,706.0,2831.0,2088.0,0.0,10038.0,9584.0,11688.0,540.0,4097.0,4518.0,3989.0,486.0,969.0,594.0,0.0,510.0,588.0,886.0,4680.0,4279.0,4734.0,907.0,7440.0,345.0,670.0,6096.0,1932.0,845.0,378.0,0.0,594.0,887.0,4183.0,6256.0,4866.0,512.0,9306.0,679.0,1489.0,648.0,9360.0,10920.0,680.0,8848.0,0.0,4713.0,648.0,1608.0,2430.0,1805.0,1833.0,628.0,528.0,2023.0,10598.0,1271.0,648.0,1319.0,3780.0,0.0,10416.0,10479.0,10758.0,1600.0,10014.0,754.0,636.0,702.0,5416.0,1635.0,610.0,10812.0,9360.0,756.0,0.0,1357.0,9740.0,10200.0,11406.0,1533.0,12210.0,756.0,12436.0,3054.0,2009.0,11798.0,568.0,3186.0,996.0,0.0,12062.0,11688.0,486.0,516.0,348.0,6060.0,540.0,688.0,418.0,3978.0,3415.0,6114.0,1974.0,3079.0,0.0,5181.0,723.0,1207.0,1196.0,388.0,4858.0,540.0,4574.0,432.0,1107.0,273.0,4169.0,688.0,432.0,0.0
